;dur_ttl;dur_outer;l_dur_ttl;l_dur_outer
223.239.246.165;318643.2740685525;296729.32219490357;0.0;0.0
223.239.249.239;19452.382087706068;18373.336076732572;0.0;0.0
223.239.252.227;108815.78397754475;106036.25249860091;0.0;0.0
223.239.26.203;6.97708129883;1.28412246704;0.0;0.0
223.239.31.32;12013.822078706611;10672.410488125128;0.0;0.0
223.239.31.61;584.7930908207;409.5189571381;0.0;0.0
223.239.32.70;881.3848495486;132.4486732483;0.0;0.0
223.239.34.79;32.8378677368;17.635822296180002;0.0;0.0
223.239.48.90;4.21690940857;1.1768341064499999;0.0;0.0
223.239.60.15;574.1779804229;405.43913841251003;0.0;0.0
223.239.60.254;25.24518966673;10.364055633540001;0.0;0.0
223.239.61.132;250.57935714714;133.40234756477003;0.0;0.0
223.239.64.230;194708.14776421254;159555.8030605242;0.0;0.0
223.239.70.177;81432.09457397884;76700.71601868104;0.0;0.0
223.239.72.213;2790.1322841590604;2645.72572708122;0.0;0.0
223.239.74.115;5632.86519051071;5163.737297059369;0.0;0.0
223.239.78.239;40269.43182946005;38114.4065856876;0.0;0.0
223.239.83.67;20745.266914366857;19656.06737135409;0.0;0.0
223.239.90.138;262385.53404806723;248109.64870453416;0.0;0.0
223.239.91.137;9199.19395447014;8781.432151800123;0.0;0.0
223.239.91.155;41593.09077264207;38477.79464720643;0.0;0.0
223.239.95.64;39014.4965648539;37191.38765335012;0.0;0.0
223.239.97.10;32471.261978140355;31284.631013863756;0.0;0.0
223.239.97.121;87.86678314209999;76.57504081729999;0.0;0.0
223.239.98.68;35366.95313455072;34141.0021781934;0.0;0.0
223.240.1.122;6454.4298648823205;5762.8259658831885;6446.968078612181;5762.8259658831885
223.240.11.164;0.880002975464;0.0;0.0;0.0
223.240.110.233;26317.270040511386;25154.032230383084;0.0;0.0
223.240.16.21;9946.574449542031;9086.774826047573;9937.8142356901;9085.330724713955
223.240.20.146;307820.352792828;292603.22952275595;307809.7589016842;292601.4413834127
223.240.29.248;21485.694646842225;17764.197111135138;20046.58865928989;16458.826541909562
223.240.31.71;5215.716600417309;4859.183788299316;0.0;0.0
223.240.34.197;13060.287952421902;11162.316083906748;13053.883790968652;11161.569118498423
223.240.40.145;0.884056091309;0.0;0.0;0.0
223.240.40.27;2104.6946048739696;1961.6038799242278;0.0;0.0
223.240.41.71;1336.632728576371;896.1353301992432;1335.83688735933;896.1353301992432
223.240.43.7;4831.39419555728;3886.4359855678804;4831.39419555728;3886.4359855678804
223.240.48.10;2208.9240550991303;1334.931373595862;2199.57017898523;1333.329200744299
223.240.50.219;45733.67142678112;40822.714805618954;45733.67142678112;40822.714805618954
223.240.50.63;35781.9883823481;34110.27550697314;0.0;0.0
223.240.57.212;174.39341545105;77.806472778331;82.70096778874;28.381347656218995
223.240.57.248;3797.0459461216;3620.464324951;0.0;0.0
223.240.8.214;151186.42640112274;136695.11508939872;151186.42640112274;136695.11508939872
223.240.84.90;3214.45584297213;3058.619499203922;0.0;0.0
223.240.93.245;596922.6605891371;556128.8528442484;0.0;0.0
223.241.135.163;13713.33789824869;13091.308116911856;0.0;0.0
223.241.159.85;12.24708557128;1.842021942139;0.0;0.0
223.241.165.30;2483.68573188807;2361.243247984995;0.0;0.0
223.241.173.186;2734.92288589059;2614.5606040945363;0.0;0.0
223.242.77.79;48286.314249032315;46236.05060577621;0.0;0.0
223.244.101.93;2136.35730743915;1938.570737840067;0.0;0.0
223.244.114.254;13291.166543957832;12280.455827709497;0.0;0.0
223.244.43.167;1345.4570770261998;1095.250606532936;0.0;0.0
223.245.113.174;14346.362113973748;13405.262231817285;0.0;0.0
223.245.22.55;3648.43535422955;3266.823530208603;0.0;0.0
223.245.74.29;12529.396057130818;11107.717275614676;0.0;0.0
223.246.139.18;57.99388885498;20.344257354739998;0.0;0.0
223.246.147.58;4868.043184276559;4649.651527413087;0.0;0.0
223.246.150.86;8499.804973599757;7818.71891022111;0.0;0.0
223.246.181.74;3571.07615470726;3345.2687263490925;0.0;0.0
223.246.187.114;61471.80747984905;58177.828788762454;0.0;0.0
223.246.187.222;93219.21586981436;83833.89592180113;0.0;0.0
223.246.192.164;74707.78083798903;65772.2129821561;0.0;0.0
223.246.199.68;20692.0051574818;19761.954545965196;0.0;0.0
223.246.208.19;1647466.5646552516;1461645.3576101998;0.0;0.0
223.246.216.207;14887.15600967132;14141.741037374111;0.0;0.0
223.246.216.254;748651.6330238845;699873.8987446099;0.0;0.0
223.246.216.97;2088.1357192964097;1918.423414233677;0.0;0.0
223.246.217.142;254817.69514089447;246293.9808368861;0.0;0.0
223.246.218.255;226630.5079462453;195148.30112452895;220135.11371636097;189715.93618388896
223.246.219.73;290199.6941562862;279226.38320918713;0.0;0.0
223.246.221.159;33.92505645753;16.406059265099998;0.0;0.0
223.246.224.75;219.29287910469998;162.29224205001;0.0;0.0
223.246.226.1;45173.69580271768;41051.092624682955;0.0;0.0
223.246.238.146;828232.2864531549;770309.5338345133;0.0;0.0
223.246.238.218;22552.733898164177;21507.74908065853;0.0;0.0
223.253.170.2;1584.9418640096899;1457.38911628877;0.0;0.0
223.253.188.74;3.34906578064;0.494003295898;0.0;0.0
223.253.235.170;1416.12267494449;1349.3061065676209;0.0;0.0
223.253.235.173;56130.683183688794;52483.18314551789;0.0;0.0
223.253.235.174;2565.49596786638;2334.7184658071137;0.0;0.0
223.253.235.221;25778.360843629278;24586.01450919936;0.0;0.0
223.253.239.18;19.13189888;8.01420211792;0.0;0.0
223.253.244.107;8215.211153035681;7840.013980857554;0.0;0.0
223.253.244.98;1388614.1617298361;1315636.652708032;0.0;0.0
223.253.252.3;65099.138259896514;61075.179338455906;0.0;0.0
223.254.70.107;3685.4188442172003;3299.135684976033;0.0;0.0
223.254.70.108;180963.25635913596;164471.44937512995;0.0;0.0
223.254.70.115;1947.6606845834099;1827.472925181992;0.0;0.0
223.254.70.147;66.6768550873;0.0;0.0;0.0
223.255.227.91;4358.03532600994;4138.659000391017;0.0;0.0
223.255.248.252;1387.14194298285;1268.141984943198;0.0;0.0
223.255.248.42;29006.677865986156;27534.935235962188;0.0;0.0
223.255.248.87;43494.86517905642;40484.31897164171;0.0;0.0
223.255.248.89;4242.720842361519;3883.4967613173203;0.0;0.0
223.255.248.91;3897.72915839415;3712.8427028662063;0.0;0.0
223.255.248.92;15359.26556586844;13857.74087905499;0.0;0.0
223.255.249.204;183.1660270691;146.6164588927;0.0;0.0
223.255.249.210;26875.29540061625;25573.798179600402;0.0;0.0
223.255.249.99;5261.36541367277;5005.056619639834;0.0;0.0
223.255.250.212;5125.05316733988;4886.558532711538;0.0;0.0
223.255.250.23;4749.29785728755;4514.124870294463;0.0;0.0
223.255.250.239;4831.33482932217;4356.353998180957;0.0;0.0
223.255.250.245;2748.54445457313;2554.508924488837;0.0;0.0
223.255.251.110;47357.74278640593;44739.66407775498;0.0;0.0
223.255.251.252;9914.58511352279;9425.754547123732;0.0;0.0
223.27.210.170;1239.4280433684198;1180.715799330698;0.0;0.0
223.27.227.34;8977.8861999507;2005.719423290959;0.0;0.0
223.27.237.2;26.063919067380002;11.224031448359998;0.0;0.0
223.27.247.160;8616.7769432071;2630.68127632285;0.0;0.0
223.28.100.121;73.48608970640001;46.414136886579996;0.0;0.0
223.28.100.128;2510.8833313044697;2382.465362553095;0.0;0.0
223.28.100.243;93.8868522644;66.23601913451;0.0;0.0
223.28.101.151;3552.18076706282;3318.616628652231;0.0;0.0
223.28.101.178;2668.90883446105;2538.262605671641;0.0;0.0
223.28.102.123;63.68684768679999;36.60249710083001;0.0;0.0
223.28.102.140;57.3210716248;30.884027481089998;0.0;0.0
223.28.102.95;2649.05619621144;2522.0394134470507;0.0;0.0
223.28.103.107;127.98500061;102.1554470062;0.0;0.0
223.28.103.216;4068.46880912857;3831.4425945347593;0.0;0.0
223.28.103.225;42.6759719848;16.55340194702;0.0;0.0
223.28.104.209;2177.57606506284;2054.942131039897;0.0;0.0
223.28.105.196;99.8499393463;73.06337356571001;0.0;0.0
223.28.105.70;2234.91501808015;2111.345291137271;0.0;0.0
223.28.106.110;54.226160049399994;41.4278507233;0.0;0.0
223.28.106.189;3767.1027183547003;3517.059564593256;0.0;0.0
223.28.106.190;50.6711006165;24.38545227051;0.0;0.0
223.28.106.202;3936.4409446789796;3689.8579597562302;0.0;0.0
223.28.106.79;1212.26787567179;1154.9303531619041;0.0;0.0
223.28.107.81;97.8639125824;71.41828536989;0.0;0.0
223.28.108.206;68.32289695739999;41.53203964229;0.0;0.0
223.28.109.191;58.4199428558;30.52186965944;0.0;0.0
223.28.111.93;2300.6601333597796;2126.596212389844;0.0;0.0
223.28.112.244;2554.29458618667;2430.501461026357;0.0;0.0
223.28.114.10;5363.084077830879;5118.722200395103;0.0;0.0
223.28.115.206;2581.8130970022803;2463.497400282524;0.0;0.0
223.28.115.97;83.1971168517;45.34983634947001;0.0;0.0
223.28.116.194;3793.6441898359;3528.515815727881;0.0;0.0
223.28.118.5;3384.67001914618;3125.424146655382;0.0;0.0
223.28.118.66;42.8991317749;17.46702194214;0.0;0.0
223.28.119.174;5051.9039630875195;4817.983150484756;0.0;0.0
223.28.119.203;3331.20608330329;3093.516349786763;0.0;0.0
223.28.120.105;64.8739337921;38.27190399173;0.0;0.0
223.28.121.130;2156.37683868468;2036.519527438237;0.0;0.0
223.28.122.117;1822.3478794125;1704.587697985903;0.0;0.0
223.28.122.122;60.5318546295;36.00406646724;0.0;0.0
223.28.122.199;3419.57807540843;3184.05961989814;0.0;0.0
223.28.122.248;1325.4079818687899;1261.472940445792;0.0;0.0
223.28.124.129;1342.77415275927;1278.302431104209;0.0;0.0
223.28.124.21;21.7969417572;8.22496414185;0.0;0.0
223.28.124.232;2795.1562404621;2629.390716551641;0.0;0.0
223.28.125.97;4176.36895180392;3940.073251714624;0.0;0.0
223.28.126.97;1331.32219314512;1273.55527877748;0.0;0.0
223.28.17.115;318808.388233235;283828.36771013023;0.0;0.0
223.28.67.49;60.7159137726;31.91471099852;0.0;0.0
223.28.67.8;2635.18095015993;2516.045093537964;0.0;0.0
223.28.71.177;2655.86495399059;2530.8291912053855;0.0;0.0
223.28.71.243;2681.85400962905;2562.682867056113;0.0;0.0
223.28.71.48;4244.78793144183;4011.272907259903;0.0;0.0
223.28.72.154;103.9490699768;76.22075080868001;0.0;0.0
223.28.73.29;108.8120937348;82.0417404175;0.0;0.0
223.28.73.85;2209.6490859983;2088.830709458647;0.0;0.0
223.28.75.205;86.9300365448;61.100006103489996;0.0;0.0
223.28.78.191;233.54816436769997;193.84384155242;0.0;0.0
223.28.78.229;3273.08225631632;3035.575866696123;0.0;0.0
223.28.79.102;3673.29144477794;3435.625076290947;0.0;0.0
223.28.79.194;4445.3191757175;4208.820104598398;0.0;0.0
223.28.79.209;147.3109722138;118.84713172885;0.0;0.0
223.28.81.161;82.77797698970001;70.1365470886;0.0;0.0
223.28.82.29;2704.65898514173;2587.9340171834856;0.0;0.0
223.28.83.226;2206.1119079628897;2076.6956806201756;0.0;0.0
223.28.84.115;122.887134552;93.718290329;0.0;0.0
223.28.84.127;3272.404432296;3035.223960873256;0.0;0.0
223.28.84.226;3327.4619579328;3069.7247982107283;0.0;0.0
223.28.85.235;3921.5831756592197;3682.9898357376524;0.0;0.0
223.28.88.243;4072.2329616523602;3835.179090505112;0.0;0.0
223.28.90.135;9926.9380569394;9135.716199886509;0.0;0.0
223.28.90.6;4676.6600608790595;4440.175533295234;0.0;0.0
223.28.91.138;6999.809980392791;6470.986604690772;0.0;0.0
223.28.92.100;2614.89892005522;2497.314214706626;0.0;0.0
223.28.92.143;2849.72238540391;2669.675111774375;0.0;0.0
223.28.92.149;4731.29200935261;4456.150293350385;0.0;0.0
223.28.92.52;2787.63198852145;2646.2633609690965;0.0;0.0
223.28.95.106;43.999910354600004;17.845153808600003;0.0;0.0
223.28.95.179;97.5260734558;70.84941864013001;0.0;0.0
223.28.96.0;4280.11918067682;4044.0640449524462;0.0;0.0
223.28.96.18;47.1122264862;21.90971374512;0.0;0.0
223.28.96.225;3458.18686485285;3208.2352638216007;0.0;0.0
223.28.96.244;3496.2189197551297;3257.823944090308;0.0;0.0
223.28.97.17;5479.32505607232;5107.000827788999;0.0;0.0
223.28.97.215;3522.81785010885;3286.2482070924116;0.0;0.0
223.28.98.27;81.81715011600001;56.0164451599;0.0;0.0
223.28.98.79;3313.5490417499;3077.535152435748;0.0;0.0
223.28.99.46;4690.309524538519;4420.994043350063;0.0;0.0
223.28.99.62;21.332025528;8.25190544128;0.0;0.0
223.29.119.64;717458.278417655;674308.7806701565;0.0;0.0
223.29.145.165;163058.029651628;152293.556690241;0.0;0.0
223.29.145.178;211467.5502777242;192991.26219748167;0.0;0.0
223.29.145.179;0.637054443359;0.0;0.0;0.0
223.29.145.238;22.2060680389;10.054826736499999;0.0;0.0
223.29.190.161;25579.84185222874;24543.086052013135;0.0;0.0
223.29.84.142;138977.22911834423;126401.53980255047;0.0;0.0
223.31.107.82;40971.01259230971;38679.22544480873;0.0;0.0
223.31.120.78;24.721860885599998;13.0400657654;0.0;0.0
223.31.79.27;9289.42155838295;8496.443986887096;0.0;0.0
223.31.80.233;9888.699293137079;9390.602350235024;0.0;0.0
223.31.84.144;19565.292596787862;13502.470493308256;0.0;0.0
223.31.84.186;2409.23523902428;2288.078069685991;0.0;0.0
223.31.86.142;105669.41261293042;99857.8259944843;0.0;0.0
223.31.86.95;10586.280107497649;9928.499937069872;0.0;0.0
223.31.89.112;771198.618173124;689244.2286013968;0.0;0.0
223.31.89.235;1407.03701972633;1349.592924113755;0.0;0.0
223.31.91.100;222442.51608842297;211447.86071763188;0.0;0.0
223.31.91.152;10430.56249618887;9358.247280123276;0.0;0.0
223.41.179.118;1053.0657768241201;990.9889698029999;0.0;0.0
223.41.52.254;59745.51439285025;53201.78484916445;0.0;0.0
223.46.226.64;29.621124267529996;14.059305191089999;0.0;0.0
223.46.85.3;20313.686847704485;18914.451599092183;0.0;0.0
223.64.132.240;28.1829833984;13.4479999542;0.0;0.0
223.64.135.192;4.2929649353;0.641822814941;0.0;0.0
223.64.242.179;9035.306930543255;8697.715520855772;0.0;0.0
223.65.32.116;490410.5145930345;462135.23292541615;0.0;0.0
223.65.32.118;183048.09403419562;176187.24584579474;0.0;0.0
223.65.32.42;169610.20326618568;162092.84615515568;0.0;0.0
223.65.61.177;4586.50398254078;4317.160367963632;0.0;0.0
223.67.166.178;128.734111786;117.940187454;0.0;0.0
223.67.250.204;5.559921264650001;0.6458759307859999;0.0;0.0
223.67.253.15;21.885871887199997;10.3650093079;0.0;0.0
223.68.228.99;212.59784698490003;170.576095581;0.0;0.0
223.68.234.184;65364.67933656;60156.37660027873;0.0;0.0
223.68.234.2;27.488946914699998;12.072086334200002;0.0;0.0
223.68.234.43;1061224.826335825;972194.0364837033;0.0;0.0
223.68.235.193;186718.20998192893;168576.28417011976;0.0;0.0
223.68.238.155;956.0790061952141;857.6374053958;37.6229286194;19.033432006800002
223.69.192.234;53058.61186982706;51065.14978408455;0.0;0.0
223.69.193.45;13737.658739068052;13107.508420937767;0.0;0.0
223.69.194.130;43936.320781708;42338.65571021073;0.0;0.0
223.69.196.143;4275.680780416739;3908.963918684777;0.0;0.0
223.69.196.153;10041.52107238719;8944.719552993689;0.0;0.0
223.69.26.222;67657.42921828716;64028.89156339728;0.0;0.0
223.70.187.172;5.16390800476;1.31011009216;0.0;0.0
223.71.128.178;6131.566762926529;5774.723529814431;0.0;0.0
223.71.131.106;3286.7102622918896;3084.021568297348;0.0;0.0
223.71.138.90;596.8329906469801;510.02287864699997;0.0;0.0
223.71.139.123;208032.76896480046;196290.45963288992;0.0;0.0
223.71.141.82;9165.734052659307;8700.508832925047;0.0;0.0
224.223.97.242;87843.48750114413;80148.90408515916;0.0;0.0
224.38.26.73;25931.625604651043;24317.824363726562;0.0;0.0
224.50.217.10;50086.41195296368;47583.349466320426;0.0;0.0
224.50.222.214;517.36307144211;500.74505806;0.0;0.0
224.50.223.31;30895.392656332187;29460.161209080292;0.0;0.0
224.50.223.98;28482.66482353396;26011.808872231122;0.0;0.0
224.62.80.36;139936.26809120455;134109.1120243246;0.0;0.0
224.87.160.79;17166.375398629538;16158.251047139835;0.0;0.0
224.87.161.162;29737.937450407146;28240.065336236326;0.0;0.0
224.87.161.83;39590.61098099665;37621.192216872296;0.0;0.0
224.87.161.86;1533.26702118123;1414.515018467271;0.0;0.0
224.87.163.216;52.911043167100004;24.768829345649998;0.0;0.0
224.87.163.88;20.093917846700002;8.29386711121;0.0;0.0
224.87.167.127;9645.34687997037;8392.895936965577;9622.559309017;8389.93072509729
224.87.167.13;204231.95648192253;183925.68755151486;0.0;0.0
224.87.167.82;31860.74233055185;30225.86131095858;0.0;0.0
224.87.29.176;4.5919418335;0.5879402160639999;0.0;0.0
224.95.159.60;1377.8419494582802;1300.846099851841;0.0;0.0
224.95.159.74;363.53302002;346.442699432;0.0;0.0
227.10.143.72;26.585817336999998;4.89497184753;0.0;0.0
229.164.0.201;9.59205627441;0.694990158081;0.0;0.0
229.164.81.19;385.57386398276003;362.94507980300006;0.0;0.0
229.254.138.145;40581.98022842767;38595.97945212121;0.0;0.0
229.254.142.171;45.97878456112;17.22931861875;0.0;0.0
229.254.156.93;317.44122505213005;232.71155357373001;0.0;0.0
229.254.158.19;68.94874572756001;27.95600891112;0.0;0.0
229.254.187.189;3432.5327873236106;2208.0256938941798;3430.2985668188494;2208.0256938941798
229.254.188.113;73541.66650772908;72589.4970893747;73541.66650772908;72589.4970893747
229.254.188.251;50525.95973015488;31708.650112156174;50510.1747512883;31708.650112156174
229.254.190.223;7.36594200134;0.98705291748;0.0;0.0
229.254.194.62;67.60191917419999;52.1652698517;0.0;0.0
229.254.202.90;166648.02932734106;160406.0335159169;0.0;0.0
229.254.203.120;3458.69588851833;2923.547506328374;0.0;0.0
229.254.203.241;39191.36786460505;34955.44385912157;0.0;0.0
229.254.207.230;34527.57263184438;20092.80395507408;34487.68401146777;20092.80395507408
229.254.235.53;33.9140892028;27.4214744568;0.0;0.0
229.254.241.251;1827.3317813871;1691.0865306883202;0.0;0.0
229.254.241.54;1575.71196556193;1458.2266807548049;0.0;0.0
229.254.250.34;22715.842962244275;22028.438568124588;0.0;0.0
229.95.48.46;18450.84834100158;16789.055347447982;0.0;0.0
23.196.237.109;825.7012367244059;536.21912002514;816.92194938615;536.21912002514
230.108.153.131;81154.0930271022;76529.45065496615;0.0;0.0
230.108.41.114;1.91807746887;0.0;0.0;0.0
230.12.87.37;2338.98091316;202.876091003;0.0;0.0
230.69.19.22;593.12605857845;154.380083084052;0.0;0.0
230.75.13.83;10292.071580881802;9352.055072780433;0.0;0.0
230.75.13.90;3876.68323516794;3560.546636589859;0.0;0.0
230.75.202.226;133.13984870913;122.906923294;0.0;0.0
230.75.202.42;1172.4801063539999;1119.759082794;0.0;0.0
230.75.203.214;9.201049804690001;1.279830932618;0.0;0.0
231.146.130.171;69.4198608398;1.04904174805;0.0;0.0
231.19.167.134;101.33481025691;49.783468246450006;0.0;0.0
231.19.24.137;208.45007896400003;0.611066818237;0.0;0.0
231.66.29.125;40589.33401107489;37299.362421029735;0.0;0.0
232.69.189.138;4.086017608640001;0.485181808472;0.0;0.0
235.13.132.126;33.3240032196;18.10574531554;0.0;0.0
235.13.133.183;28.2490253448;10.743379592890001;0.0;0.0
235.13.136.97;7276.8056392557;6887.49384879869;0.0;0.0
235.13.137.162;27640.738487232546;24647.1331119586;0.0;0.0
235.13.139.197;33173.70867729226;31604.420900357585;0.0;0.0
235.134.235.198;204.16307449299998;0.5888938903809999;0.0;0.0
235.134.27.166;979.238033295;93.2588577271;0.0;0.0
235.68.130.143;166268.14484593231;156727.5214195355;0.0;0.0
235.68.130.203;44.8009967804;32.4609279633;0.0;0.0
235.68.131.190;458327.0883560588;439216.71390533674;0.0;0.0
235.68.131.239;3297.2407340963805;3055.2129745463208;0.0;0.0
235.68.131.51;20005.824089063124;18844.444513319755;0.0;0.0
235.68.134.246;418641.08657867543;400255.87367996096;0.0;0.0
235.68.146.9;3306.48589134065;3132.0214271611976;0.0;0.0
235.68.147.47;31233.157873161646;28470.603704460013;0.0;0.0
235.70.10.11;1337.30912209023;1275.04491805646;0.0;0.0
235.87.126.36;22640.03300666737;20012.913227069297;0.0;0.0
236.111.40.116;0.606060028076;0.0;0.0;0.0
236.111.64.251;4.6010017395;0.645160675049;0.0;0.0
237.155.175.194;1295.97496986217;1237.872838978608;0.0;0.0
237.16.214.81;32784.029245351165;25980.66020015328;0.0;0.0
237.16.34.15;4542.1178340902;4054.2869567799726;0.0;0.0
237.17.106.116;5785.54224967951;5484.3389987997;0.0;0.0
237.17.111.144;52.32191085821;20.673274993889997;0.0;0.0
237.17.112.49;2800.264835356809;2579.4777870180646;0.0;0.0
237.17.114.118;114.51792716954;104.219913483;0.0;0.0
237.17.215.170;5.8901309967;0.604152679443;0.0;0.0
237.17.221.8;5800.617218019714;3069.551229476925;5789.44921493744;3069.551229476925
237.17.227.7;93.19925308218;39.72768783566001;0.0;0.0
237.17.6.19;3011.41881942894;2821.2425708815917;0.0;0.0
237.18.119.177;4003.2081604024597;3327.641487123496;0.0;0.0
237.18.129.244;1.54304504395;0.0;0.0;0.0
237.18.130.160;82661.03506085595;79099.75981710858;0.0;0.0
237.18.183.46;7.47299194336;0.611066818237;0.0;0.0
237.18.199.9;5.12981414795;0.583171844482;0.0;0.0
237.18.200.45;3427.67786979209;274.3179798128;0.0;0.0
237.18.215.217;97.501039505;89.57195281979999;0.0;0.0
237.18.215.223;70.27387619017;0.6499290466309999;0.0;0.0
237.18.244.217;1.305103302;0.0;0.0;0.0
237.18.68.226;6230.07702826796;4148.8180160557;6227.689981453999;4148.8180160557
237.18.77.206;1824.65887069463;1698.968172075293;0.0;0.0
237.18.77.221;8900.395631792488;7776.585340496946;8900.395631792488;7776.585340496946
237.18.88.80;1360.94307899147;1242.535591122471;0.0;0.0
237.18.90.184;11818.93229483697;11588.462114329439;11815.062284460999;11588.462114329439
237.18.92.116;6.75201416016;1.38711929321;0.0;0.0
237.19.126.179;2387.20774650546;0.656127929688;0.0;0.0
237.19.15.232;87.39900588989;0.633955001831;0.0;0.0
237.19.180.14;2478.7240028300002;2431.06269836;0.0;0.0
237.19.193.2;3441.53499603;718.1670665739999;0.0;0.0
237.19.20.158;103.51109504700001;92.5316810608;0.0;0.0
237.19.245.177;36.9808673859;17.81797409062;0.0;0.0
237.19.251.149;7334.700107579591;6963.191986086475;0.0;0.0
237.19.255.113;11514.775037758878;10403.516531003213;0.0;0.0
237.19.45.133;4477.89025306576;4121.45423889671;0.0;0.0
237.19.49.70;3.5378932952900004;0.5478858947749999;0.0;0.0
237.19.53.21;324.115991592;0.0;0.0;0.0
237.19.57.157;1215.6591415381;1081.124544140225;0.0;0.0
237.19.80.2;5462.803363806741;5129.801750187687;0.0;0.0
237.219.182.118;282617.3157691793;262713.88792988035;0.0;0.0
237.28.118.174;60.8360767365;55.4940700531;0.0;0.0
237.28.19.106;6.19697570801;1.39188766479;0.0;0.0
237.28.2.26;3.4611225128200003;0.0;0.0;0.0
237.28.222.216;1307.1877956435;1143.3753967291261;0.0;0.0
237.28.224.226;18491.71733854951;17560.142040247883;0.0;0.0
237.28.224.94;1321.8350410428202;1261.53230666791;0.0;0.0
237.28.254.34;19796.4100837794;18071.07520102031;0.0;0.0
237.28.39.32;170.5570220949;32.31048583984;0.0;0.0
237.28.82.10;16.9689655304;0.603914260864;0.0;0.0
237.29.178.253;12.31670379639;0.554800033569;0.0;0.0
237.29.215.55;165.270090103;45.5768108368;0.0;0.0
237.29.217.51;23.4339237213;11.562108993499999;0.0;0.0
237.29.228.133;11.2860202789;0.0;0.0;0.0
237.29.230.133;1.3799667358399998;0.0;0.0;0.0
237.29.231.183;4150.890827178;3636.55948638604;0.0;0.0
237.29.66.96;69446.65384294017;64038.006305702205;0.0;0.0
237.30.109.9;157538.8369560637;139625.31113622547;157328.9501667417;139623.4810352123
237.30.133.166;627752.3150444934;412578.60541337496;620229.5408249794;411647.7782725667
237.30.164.136;77901.54552460302;71260.92052460567;0.0;0.0
237.30.205.70;443.97187233021003;426.071166992;0.0;0.0
237.30.210.215;38557.83605575448;37509.69243050363;38555.7422637928;37509.69243050363
237.30.214.239;14355.840921406101;12303.94339562;14325.772047047;12303.94339562
237.30.251.17;2372.0183372452902;2259.878396984136;0.0;0.0
237.30.251.59;29904.874324799865;24929.42619322349;0.0;0.0
237.30.36.37;11.6651058197;1.3499259948729998;0.0;0.0
237.30.91.195;30417.902469636894;30038.79570960547;30417.146444322563;30038.79570960547
237.31.136.209;7824.44095611321;7447.895288464347;0.0;0.0
237.31.14.224;29.002904891999997;17.4641609192;0.0;0.0
237.31.142.172;1879.90546226091;1457.7281475029022;0.0;0.0
237.31.162.122;4.925966262819999;0.68187713623;0.0;0.0
237.31.167.175;40.8091545105;0.483989715576;0.0;0.0
237.31.168.29;3920.5389022846603;3739.4363880142137;0.0;0.0
237.31.173.109;3.7419795989999995;0.569105148315;0.0;0.0
237.31.184.63;2624.90582466275;2508.07070732502;0.0;0.0
237.31.194.94;1323.6691951708;1206.419944760781;0.0;0.0
237.31.200.243;1.2178421020499999;0.0;0.0;0.0
237.31.208.103;33476.8428802594;28095.80421447676;0.0;0.0
237.31.4.8;340.07000923213997;91.5431976318;0.0;0.0
237.31.5.139;976.1230945589999;0.0;0.0;0.0
237.31.51.4;1.25098228455;0.0;0.0;0.0
237.87.147.172;5883.938550942991;5474.276304251442;0.0;0.0
237.87.150.99;312.65282630921996;256.01792335518;0.0;0.0
238.150.51.183;3343.0671691919;2934.107303618398;0.0;0.0
239.150.80.198;20395.99323273323;18335.35981178815;0.0;0.0
239.168.159.215;42983.3862781624;39171.477556247766;6607.93018341788;5786.020517351966
239.168.46.248;72.9100704193;55.4792881012;0.0;0.0
24.231.110.48;1178.71809006;914.356946945;0.0;0.0
240.240.34.220;422693.13669211505;348236.58537860867;0.0;0.0
240.54.103.9;563.53187561037;526.084184647;0.0;0.0
240.96.54.1;27.53782272343;12.9270553589;0.0;0.0
240.96.54.143;28.043985366799998;24.296760559099997;0.0;0.0
240.96.54.173;1.42288208008;0.0;0.0;0.0
240.96.54.19;4.00710105896;0.5068778991699999;0.0;0.0
240.96.54.194;57.78694152839999;28.3117294312;0.0;0.0
240.96.54.202;25.326967239400002;13.2238864899;0.0;0.0
240.96.54.206;225.95906257617997;0.893115997315;0.0;0.0
240.96.54.218;2250.32019615;0.0;0.0;0.0
240.96.54.23;28.301000595100003;14.340162277200001;0.0;0.0
240.96.54.231;4.55403327942;0.6117820739750001;0.0;0.0
240.96.54.246;33.8549613953;20.910739898699997;0.0;0.0
242.10.137.50;417140.0287151922;397413.9130117234;0.0;0.0
242.170.128.223;1408.8411331196;1247.101306916948;0.0;0.0
242.170.184.73;106208.70470999219;90802.46162406591;0.0;0.0
242.170.185.145;1648.772954945;1323.180913924082;0.0;0.0
242.170.69.102;3931.61058425769;3751.2001991219677;0.0;0.0
242.170.7.212;3803.2615184788096;3572.9157924671345;0.0;0.0
242.18.95.107;11477.182149891783;10934.449195872972;0.0;0.0
242.22.63.21;5.332946777346;0.5710124969479999;0.0;0.0
243.109.145.92;5166.29385947645;4902.59075164974;0.0;0.0
243.109.147.53;455.38115501452;435.718774796;0.0;0.0
243.168.141.199;9.77110862732;1.332044601441;0.0;0.0
243.18.241.202;60.6479644775;54.6090602875;0.0;0.0
243.77.128.101;14370.404243466712;11839.084625226895;0.0;0.0
243.77.128.102;16985.37302015857;13844.696760173714;0.0;0.0
243.77.128.103;93074.16701312688;64166.63455963031;0.0;0.0
243.77.128.99;52742.54012108004;26623.12102319239;0.0;0.0
