;dur_ttl;dur_outer;l_dur_ttl;l_dur_outer
185.108.119.154;5445.99795341724;5176.119327541082;0.0;0.0
185.108.121.211;6524.083375929789;6156.538963318562;0.0;0.0
185.109.192.117;22009.92512703216;21052.21939082258;0.0;0.0
185.109.210.150;77.35657691947999;32.01079368596;0.0;0.0
185.109.210.74;5.00416755676;1.21855735779;0.0;0.0
185.109.211.194;154533.00833672116;137434.17000736418;0.0;0.0
185.109.213.126;71103.10506821035;67955.92832565773;0.0;0.0
185.109.218.130;102378.39961051807;98108.12973974764;0.0;0.0
185.109.218.162;237172.50847824413;217035.45260429516;0.0;0.0
185.109.220.5;176152.1570682737;168321.8581676165;0.0;0.0
185.109.222.254;1941.5700435641402;1823.4469890588039;0.0;0.0
185.11.107.224;37.49203681945;20.520448684660003;0.0;0.0
185.11.144.140;31.788110733000003;19.5870399475;0.0;0.0
185.11.191.182;13821.90370560711;13321.749448774954;0.0;0.0
185.110.100.170;104112.87021641595;96538.91372677861;0.0;0.0
185.110.119.202;66280.16114233276;62627.1631717668;0.0;0.0
185.110.120.98;1723.3388423925298;1581.6640853879999;0.0;0.0
185.110.124.108;49966.037511826056;42885.35261150718;0.0;0.0
185.110.124.174;1563.7698173500498;1430.527448652986;0.0;0.0
185.110.125.235;11612.04981803219;10954.740524303896;0.0;0.0
185.110.126.93;8.86821746826;1.063823699952;0.0;0.0
185.110.128.230;28436.00606918932;26487.561464307313;0.0;0.0
185.110.170.198;58451.01284979893;51219.352006911744;0.0;0.0
185.110.175.2;5628.926992417019;4692.349195480676;0.0;0.0
185.113.121.102;19098.524570468915;17349.52235222707;0.0;0.0
185.113.126.124;27471.14849091039;23588.817596446006;0.0;0.0
185.113.23.87;51116.63866044098;46620.21875380921;0.0;0.0
185.116.161.197;53131.02722166861;50541.94426536847;0.0;0.0
185.116.164.124;72916.39423372387;69267.16923713249;0.0;0.0
185.116.168.232;0.687837600708;0.0;0.0;0.0
185.116.169.255;251665.31944270208;238207.85975451622;0.0;0.0
185.116.170.219;108467.40484234043;104407.42278099348;0.0;0.0
185.116.170.6;43469.68555448834;40864.008188246415;0.0;0.0
185.116.171.219;195048.43282700743;178551.71465873378;0.0;0.0
185.116.172.153;14963.3319377895;12422.767639162226;0.0;0.0
185.116.172.167;158595.16739848288;152318.77779959483;0.0;0.0
185.116.172.49;19235.510587687626;18200.14429091547;0.0;0.0
185.116.174.201;23702.564001087;20961.619615556643;0.0;0.0
185.116.179.213;10963.786125173514;10038.794517526616;0.0;0.0
185.116.180.170;28698.56238370248;27973.932504634373;0.0;0.0
185.116.183.55;9691.0829544105;8549.688339231265;0.0;0.0
185.116.184.75;26768.566846838203;19964.928865427257;0.0;0.0
185.116.185.234;110.00394821165999;80.24406433101001;0.0;0.0
185.116.186.15;244076.5731335166;220943.30382348737;0.0;0.0
185.116.189.149;54532.95993804915;48805.24277686855;0.0;0.0
185.117.109.237;13450.458526618972;12785.63666345233;0.0;0.0
185.117.110.145;140979.38632928193;133700.3242965607;0.0;0.0
185.117.113.170;245203.98902894353;234303.45129969812;0.0;0.0
185.117.119.100;2118.78371239247;2004.055500032442;0.0;0.0
185.117.125.159;79645.4954147174;75716.64786338221;0.0;0.0
185.117.33.100;5675.26459693514;5309.263944629116;0.0;0.0
185.117.33.125;120016.86215393801;90930.91750144401;0.0;0.0
185.117.33.137;25035.951137537497;22795.42803766691;0.0;0.0
185.117.33.16;88.6149406433;80.4088115692;0.0;0.0
185.117.33.59;1674.5667457607099;1551.797389983359;0.0;0.0
185.117.35.162;32.83715248108;3.937005996705;0.0;0.0
185.117.35.254;2314.1770362856196;2196.5789794879934;0.0;0.0
185.117.37.139;13650.41112899945;12368.558645259502;0.0;0.0
185.117.42.6;64827.66056059193;60374.259710295424;0.0;0.0
185.117.45.74;13833.817482004291;12864.128828033867;0.0;0.0
185.117.55.212;66653.79190442667;64556.98895456492;0.0;0.0
185.117.55.218;153920.1347827066;138916.98884962313;0.0;0.0
185.117.61.128;25.523900985700003;13.242959976199998;0.0;0.0
185.118.13.125;1311.8550777432602;1167.8044796031893;0.0;0.0
185.118.21.194;1309.80467796215;1245.696067806309;0.0;0.0
185.118.226.18;1658.7190628038798;1535.398721696128;0.0;0.0
185.118.233.117;1305.66883087625;1244.280815122871;0.0;0.0
185.118.233.4;673053.6587237236;648262.4976635312;0.0;0.0
185.118.235.243;42502.95829771621;38562.38222122662;0.0;0.0
185.118.236.91;58275.850296000826;54912.13393213981;0.0;0.0
185.118.238.74;4.919052124019999;1.20329856873;0.0;0.0
185.118.250.251;130029.69288822095;126579.16259760673;0.0;0.0
185.118.254.181;5900847.935438074;4835442.304134343;5728210.613727507;4679173.884868579
185.118.5.173;90539.66140745934;67870.02396578946;0.0;0.0
185.119.199.126;522551.90849271836;501263.86141818383;0.0;0.0
185.119.207.133;2530.64799308811;2398.3929157263547;0.0;0.0
185.119.207.62;538733.8781354188;503915.9376620764;0.0;0.0
185.119.210.65;1.3227462768549998;0.0;0.0;0.0
185.119.210.82;24341.403961183925;14948.193073272592;24338.44900131454;14948.193073272592
185.119.214.178;3091887.50028537;2827092.627763465;3062512.5341408006;2800038.684367868
185.119.217.114;271144.6940898941;255217.8823948551;0.0;0.0
185.119.218.246;13521.297693246832;12890.917062760736;0.0;0.0
185.12.198.108;58457.22985276383;32065.581560094524;0.0;0.0
185.121.196.178;247829.66971388928;237752.2053714692;0.0;0.0
185.121.199.202;305446.8853473302;276714.90764616645;0.0;0.0
185.121.202.250;117471.90523149163;60699.25856588297;0.0;0.0
185.121.204.78;5121.472358703961;4773.165941236857;0.0;0.0
185.121.205.166;29.02293205265;13.17143440245;0.0;0.0
185.121.207.158;38398.8742828396;36781.938552911844;0.0;0.0
185.121.214.250;334867.70486835385;315833.62317085394;0.0;0.0
185.121.218.46;34943.83764265204;31706.121444695054;0.0;0.0
185.121.222.86;3207.8154087083803;3058.3462715188816;0.0;0.0
185.121.225.50;2841.4468765213896;2694.3025588943487;0.0;0.0
185.121.232.54;38858.30688475847;36716.83740615505;0.0;0.0
185.121.238.234;35498.81553648664;33274.3830680873;0.0;0.0
185.121.241.106;6468.8732624042705;6085.502147669595;0.0;0.0
185.121.246.70;7046.5056896222595;6684.3185424646;0.0;0.0
185.121.3.135;7.03001022339;0.723838806152;0.0;0.0
185.121.3.193;99.0619659424;91.46189689639999;0.0;0.0
185.121.3.224;4119.00210380546;3848.9217758138843;0.0;0.0
185.121.3.244;11557.146549234178;10940.83571433485;0.0;0.0
185.122.11.204;241226.43423084577;222575.5991936238;0.0;0.0
185.122.16.170;11544.149398792;10983.894109723926;0.0;0.0
185.122.2.74;83681.87475203809;78682.12056161724;0.0;0.0
185.122.22.156;25008.242130284856;22547.550916672182;0.0;0.0
185.122.23.21;2710.1516723618;2590.761661531074;0.0;0.0
185.122.244.234;278667.03987150564;255781.98576007455;0.0;0.0
185.122.25.178;112600.39663313549;106254.59098816794;0.0;0.0
185.122.25.179;15304.24666405081;13994.825363159422;0.0;0.0
185.122.25.190;7150.026798260289;6834.151506421183;0.0;0.0
185.122.5.210;6368.40105056688;6188.789367677122;0.0;0.0
185.122.5.213;2885.7159614571005;2761.3854408227;0.0;0.0
185.122.6.174;42730.687141425784;40390.90704919237;0.0;0.0
185.122.8.230;27683.5062503918;26175.80676079729;0.0;0.0
185.122.9.146;90.68226814274;34.399986267079996;0.0;0.0
185.123.129.91;609.68708992009;536.6475582122999;0.0;0.0
185.123.131.218;143943.52054596474;133277.22954748565;0.0;0.0
185.123.134.62;15040.199756611748;14327.93951035833;0.0;0.0
185.123.137.174;6366.56427383402;6063.325643530364;0.0;0.0
185.123.139.174;57657.64808654416;51913.47718237746;0.0;0.0
185.123.140.253;1451425.4436486114;1246427.037715864;775908.8706969641;628992.1324253398
185.123.148.18;77098.04463387176;73254.8274993884;0.0;0.0
185.123.153.102;22264.707565307086;20967.91172029071;0.0;0.0
185.123.83.99;11099.527597423665;10438.373565675325;0.0;0.0
185.125.46.42;11296.7576980513;10774.111747747405;0.0;0.0
185.126.28.98;21165.420532209988;15655.07102012572;0.0;0.0
185.127.199.255;26.3459682465;14.6498680115;0.0;0.0
185.127.199.45;8130.811691284131;7673.81954193283;0.0;0.0
185.139.114.145;15151.762485495221;14454.478740687748;0.0;0.0
185.139.114.188;257942.91496277426;249719.48409076245;0.0;0.0
185.139.17.25;13746.745824822661;13106.712102899784;0.0;0.0
185.139.170.154;2538.7558937034;2373.775482173604;0.0;0.0
185.139.175.110;1589.55907821821;1470.93343735062;0.0;0.0
185.139.182.186;3182.35683441706;2940.96827506312;0.0;0.0
185.139.194.156;110.31126975964001;97.60499000549999;0.0;0.0
185.139.195.133;3342.3175811695;3161.642313005303;0.0;0.0
185.139.197.81;22408.54310989045;22092.720985410102;22401.7133712735;22092.720985410102
185.139.218.166;1536964.0650753537;1426189.666032254;0.0;0.0
185.139.218.190;11761.653661743803;10476.864814758175;0.0;0.0
185.139.218.220;22900.853633881386;21697.749137883653;0.0;0.0
185.139.223.144;62722.681045527606;59277.85682679845;0.0;0.0
185.139.245.123;62975.78072547725;60810.95194817064;62973.568677900344;60810.95194817064
185.139.27.34;2313.0261898037697;2151.9804000861936;0.0;0.0
185.139.28.226;2683.21895599068;2445.860385891645;0.0;0.0
185.139.57.254;134227.52356541847;128883.09955613622;0.0;0.0
185.150.100.157;9390.113115309054;1118.1931495669144;0.0;0.0
185.150.184.105;19144.641160952247;18193.936347950756;0.0;0.0
185.150.79.111;14091.50815010412;9113.73949051085;0.0;0.0
185.151.219.103;279034.0330603567;267584.9421026313;0.0;0.0
185.151.219.239;50997.891426079346;32777.427196501725;0.0;0.0
185.154.35.222;72.6850032806;60.7399940491;0.0;0.0
185.175.12.172;1700.74295997377;1582.5030803667871;0.0;0.0
185.175.21.162;2740.6759262094197;2616.1203384357423;0.0;0.0
185.175.38.230;40841.270446769675;39329.534530627556;0.0;0.0
185.175.46.76;137917.30737688782;129250.75006484185;0.0;0.0
185.175.59.50;79984.11917689144;72579.31923864537;0.0;0.0
185.175.75.130;299921.0090637635;255369.3704605354;0.0;0.0
185.175.81.174;3536.15617751779;3127.26259231607;0.0;0.0
185.175.82.234;31632.993221291716;28246.42539024163;0.0;0.0
185.175.95.34;4.27389144897;0.579833984375;0.0;0.0
185.190.110.27;273792.73200053134;257865.08727116662;0.0;0.0
185.190.99.2;10.24889945983;2.41708755493;0.0;0.0
185.191.37.49;205564.9387837569;188825.7374763594;0.0;0.0
185.191.38.28;12213.238716117887;10935.211181639652;0.0;0.0
185.191.38.93;32736.44399642254;28586.95268631452;0.0;0.0
185.191.44.192;1622.022867205453;1480.288028716431;19.437789917;10.6785297394
185.191.44.251;265666.1770345207;254756.06274614713;0.0;0.0
185.191.44.30;89826.81012154932;86038.10334206454;0.0;0.0
185.191.56.214;4.98294830322;1.22785568237;0.0;0.0
185.191.56.226;20449.40280914757;16018.705368048442;0.0;0.0
185.191.94.94;62.514305114820004;26.801109313989997;0.0;0.0
185.198.216.179;962.2640609738941;843.58024597243;957.8998088834401;843.58024597243
185.20.25.224;224810.19449233956;215298.62236976036;0.0;0.0
185.20.25.234;1067.6007270818;967.502355576;0.0;0.0
185.207.44.250;3120.6629276321105;2943.4452056851105;0.0;0.0
185.207.50.18;1286.78798675838;1229.000091554688;0.0;0.0
185.207.50.219;56327.52180101022;52776.30352971909;0.0;0.0
185.207.57.106;42537.28747369059;40285.71319581512;0.0;0.0
185.21.45.147;4656.790256502949;2976.246356966932;0.0;0.0
185.231.176.173;57.887077331499995;41.4190292358;0.0;0.0
185.231.193.114;32258.066892647155;30262.230873100572;0.0;0.0
185.231.209.249;9313.020944604;6805.7014942244705;0.0;0.0
185.235.26.250;40916.058063453325;39248.10600287381;0.0;0.0
185.243.102.208;50466.57776835558;43329.827785455615;0.0;0.0
185.243.206.248;9043.19620133078;5912.872791290373;0.0;0.0
185.243.206.89;12477.73575782787;11493.574142463422;0.0;0.0
185.243.243.170;27233.721017833515;21194.90933416461;0.0;0.0
185.243.255.75;13018.456220625563;12255.883216846696;0.0;0.0
185.249.239.117;10622.014045713437;9666.863203048928;0.0;0.0
185.253.184.26;5281.742095944439;4827.064990993278;1174.66878891037;975.48842430093
185.26.129.76;523365.69428421115;500956.5763477182;0.0;0.0
185.26.132.141;15323.683023412781;12001.220226283882;0.0;0.0
185.26.133.73;1307521.8091012952;1239328.038930577;0.0;0.0
185.26.145.123;1873687.140226347;1744474.8702050005;0.0;0.0
185.26.145.33;297606.63914701843;269367.7020077134;0.0;0.0
185.26.147.118;10366.728067405322;9526.624917966752;0.0;0.0
185.26.147.140;2276124.3648538054;2084337.9991051415;0.0;0.0
185.26.147.94;118056.13827706833;109738.9469146634;0.0;0.0
185.26.155.74;37.140846252399996;22.526741027800004;0.0;0.0
185.26.156.202;2402.1821021985;2238.414287563166;0.0;0.0
185.26.156.235;654467.9374694221;621576.9758233067;0.0;0.0
185.26.156.96;13404.473304743928;12380.077600487632;0.0;0.0
185.27.162.146;25668.92218592465;24594.182014446727;0.0;0.0
185.27.168.175;1389284.1215137888;1282228.2121190268;0.0;0.0
185.27.171.59;18267.143249509136;16340.568065654683;0.0;0.0
185.27.178.238;6794.14916038885;6467.30136870761;0.0;0.0
185.27.179.229;12106.976270682779;11485.372304917342;0.0;0.0
185.27.183.201;677.9458522795001;622.5359439849999;0.0;0.0
185.28.197.230;2927382.5790881044;2610022.248268835;0.0;0.0
185.28.197.42;17804.47626114048;16950.763463969004;0.0;0.0
185.28.197.46;144469.00272372362;133679.71062663922;0.0;0.0
185.28.202.134;5541.43500328137;5055.5472373992;0.0;0.0
185.28.233.110;77005.80430034417;71559.66162679816;0.0;0.0
185.28.233.166;2087.31794357786;1949.73874092231;0.0;0.0
185.28.238.99;77990.0276661059;69617.85912512468;0.0;0.0
185.29.216.37;25741.683483144276;24379.47440146843;0.0;0.0
185.29.216.38;41265.18011093537;39547.52182961757;0.0;0.0
185.29.216.44;135899.37758442218;131462.7296924707;0.0;0.0
185.29.216.53;88646.92878724377;85646.69299121945;0.0;0.0
185.29.216.60;91820.71113586047;87006.1604976568;0.0;0.0
185.29.216.61;44309.915065768786;42787.380933744746;0.0;0.0
185.29.217.104;1395.3580856346;1320.0857639291698;0.0;0.0
185.29.218.159;1289.02363776832;1231.203556056221;0.0;0.0
185.29.227.229;1203.6318779;1182.3489666;0.0;0.0
185.30.109.217;85046.31876944429;79059.78918078703;0.0;0.0
185.30.112.246;1235.2519035313499;1175.3897666964651;0.0;0.0
185.30.114.234;16120.723009105577;15582.403898247914;0.0;0.0
185.30.116.173;1160.47096252;1133.06307793;0.0;0.0
185.31.172.160;784.44314002997;750.328779221;0.0;0.0
185.32.176.106;376330.6441305589;361141.4377692772;0.0;0.0
185.32.177.202;107056.05363848018;100805.81641199742;0.0;0.0
185.32.181.150;50957.39817618619;49060.40120125132;0.0;0.0
185.32.182.250;138037.06216815996;130632.77649878355;0.0;0.0
185.32.192.242;106.149196625;0.0;0.0;0.0
185.32.195.190;123659.23905371984;112449.9328136024;0.0;0.0
185.32.200.122;857.5382232659699;762.377977371;0.0;0.0
185.32.202.208;28.563976287880003;13.95082473756;0.0;0.0
185.32.202.217;3279.4024944288203;3083.036422729718;0.0;0.0
185.32.204.126;258064.2781257464;238446.02584840046;241472.80716894916;223148.46301080915
185.32.204.226;3410.1121425623;3126.286745075364;0.0;0.0
185.32.209.139;675966.9048785282;645210.5882166704;0.0;0.0
185.32.210.46;29503.77774241124;28321.54107095431;0.0;0.0
185.32.224.164;42270.65539360181;39243.13902855102;0.0;0.0
185.32.224.202;5128.12709808164;4860.621452330128;0.0;0.0
185.32.224.86;36807.00755121245;32871.892690660454;0.0;0.0
185.32.231.234;4958.275318149651;4491.376638411841;0.0;0.0
185.32.239.106;1320.16491889791;1261.6193294543698;0.0;0.0
185.32.250.38;45598.3486175301;43556.117296149954;0.0;0.0
185.32.253.154;36250.61392784241;32603.922843944663;0.0;0.0
185.33.47.2;1159.98506546;1137.44497299;0.0;0.0
185.33.57.251;7428.46512794357;7021.79622650369;0.0;0.0
185.35.108.75;1562.2789859791399;1424.143552779026;0.0;0.0
185.35.111.98;1254.8990249592;1136.9557380658541;0.0;0.0
185.35.114.109;89734.37595367903;85022.37963678713;0.0;0.0
185.35.117.163;2671.16713523807;2554.790973665908;0.0;0.0
185.38.250.206;22805.67741394623;17939.597606647993;0.0;0.0
185.4.16.60;5405.5614471383;5168.954610822357;0.0;0.0
185.43.21.234;67570.02830509169;63065.38367267743;0.0;0.0
185.43.22.137;496415.5728817631;464432.41429345816;0.0;0.0
185.43.22.196;9983.76989365074;9460.542917264162;0.0;0.0
185.43.22.230;0.913143157959;0.0;0.0;0.0
185.43.22.248;416810.4882242163;389442.0812130398;0.0;0.0
185.43.22.96;17543.454647064496;16643.75638961741;0.0;0.0
185.43.23.11;3520.1117992405207;3339.646577830128;0.0;0.0
185.43.23.151;1239.62688445887;1181.9205284134862;0.0;0.0
185.43.23.212;4629.026412964328;4172.581434249711;0.0;0.0
185.43.23.232;278131.16860349185;255247.353791938;0.0;0.0
185.43.23.234;8244.58861351196;7852.384328847432;0.0;0.0
185.43.23.239;43700.7584572091;41167.829751991034;0.0;0.0
185.43.23.249;2812.77918815685;2652.828693391292;0.0;0.0
185.43.23.84;2205.1491737351603;2141.155719758125;0.0;0.0
185.43.4.131;198207.3426247104;189450.82831389914;0.0;0.0
185.43.7.215;82769.75131036373;77295.12906075292;0.0;0.0
185.45.17.50;19817.53659254158;18786.633968327616;0.0;0.0
185.45.17.51;26421.21052743667;25272.096395500612;0.0;0.0
185.47.171.100;22345.37315364139;21493.916511558426;0.0;0.0
185.47.171.126;4169.36254501172;3811.3737106375397;0.0;0.0
185.48.33.108;30.9729576111;8.60095024109;0.0;0.0
185.51.139.22;6581.533670422169;6129.944324496734;0.0;0.0
185.51.141.210;26996.194839479216;25396.949291230358;0.0;0.0
185.51.142.116;25845.88432311358;24871.758937858078;0.0;0.0
185.51.144.18;1381.7057609553801;1320.40309905606;0.0;0.0
185.53.188.118;2521.38900756967;2387.298583982227;0.0;0.0
185.55.112.61;3792.9949760475397;3688.5378360772656;0.0;0.0
185.55.124.198;79716.62402152678;75729.71940041552;0.0;0.0
185.55.124.223;1454.07104492481;1335.649251938877;0.0;0.0
185.55.124.245;2233.50715637388;2106.0357093848143;0.0;0.0
185.55.124.248;2075.4420757326398;1920.863628388882;0.0;0.0
185.55.124.83;16582.37266540937;15482.031106948652;0.0;0.0
185.55.213.126;9378.690481187521;8521.03424070894;0.0;0.0
185.55.216.83;33529.273271558195;31296.830415729397;0.0;0.0
185.55.70.199;40.0741100311;19.4907188416;0.0;0.0
185.55.71.141;22.5400924683;8.65387916565;0.0;0.0
185.58.0.213;14096.900224681487;13403.589248653892;0.0;0.0
185.58.1.180;102692.399501772;96981.207847585;0.0;0.0
185.58.1.66;72284.02614595318;65890.83909986753;0.0;0.0
185.58.12.60;2355.54575919904;2154.011487962014;0.0;0.0
185.58.12.86;8354.079961784018;7999.279499059479;0.0;0.0
185.58.13.255;103276.3090133496;83287.14060782047;0.0;0.0
185.58.14.90;120053.00402643198;116112.82157900701;0.0;0.0
185.58.15.135;13258.92448425629;12191.272974010999;0.0;0.0
185.58.15.210;728.3720970154;676.8679618840001;0.0;0.0
185.58.19.109;68039.98494148157;65386.81840898839;0.0;0.0
185.58.216.228;24108.04486275347;22986.303806272;0.0;0.0
185.58.217.100;17393.980741509407;16510.383129112754;0.0;0.0
185.58.23.137;1286.4580154406601;1175.911903377026;0.0;0.0
185.58.23.225;15981.292247772468;15370.652437197343;0.0;0.0
185.58.30.121;6463.8030529012685;6057.528972624599;0.0;0.0
185.61.53.135;48015.454292311006;45192.181587243445;0.0;0.0
185.63.88.26;125713.40966223618;107869.72570420074;0.0;0.0
185.63.89.179;892.80581474232;811.28525734;0.0;0.0
185.64.69.142;27839.7140502868;25853.30295562395;0.0;0.0
185.64.73.154;684849.0374091562;653060.621500606;0.0;0.0
185.64.87.161;41811.53225899101;38960.941553140554;0.0;0.0
185.64.89.165;404104.5632360623;381515.25497417257;0.0;0.0
185.64.90.233;38604.88939285886;36690.76442717715;0.0;0.0
185.64.92.51;2970.70384025686;2770.494222639;0.0;0.0
185.67.35.212;959394.3383694042;877638.8533118954;0.0;0.0
185.67.35.254;83102.31351850719;77612.59174344821;0.0;0.0
185.67.36.2;35058.80212781552;32393.511295321146;0.0;0.0
185.67.46.90;0.9200572967530001;0.0;0.0;0.0
185.67.48.38;2642.90785789337;2527.7299880952587;0.0;0.0
185.67.56.249;14137.119770027857;10834.081172958638;0.0;0.0
185.67.58.203;1351.4561653116998;1233.706951140781;0.0;0.0
185.67.60.144;11503.92603874672;4593.4870243032765;0.0;0.0
185.67.61.165;2729.4371128032003;2591.9032096846963;0.0;0.0
185.68.21.222;7286.39626503512;6923.089504247103;0.0;0.0
185.68.21.246;37201.15041732492;34765.584468833666;0.0;0.0
185.68.21.49;4761.93118095984;4521.385908136809;0.0;0.0
185.68.23.145;53509.21964650538;33638.344287868065;0.0;0.0
185.68.23.99;55072.22294807049;51548.9642620127;0.0;0.0
185.68.24.116;1375.88810921163;1314.9752616915039;0.0;0.0
185.68.25.189;38246.180534400126;25957.831621186655;0.0;0.0
185.68.31.154;3953.0448913524397;3686.126708985107;0.0;0.0
185.68.4.144;78714.28847309557;66108.10852054371;0.0;0.0
185.68.4.45;2624.41802025;1329.8380374949;0.0;0.0
185.68.5.70;1096678.8976192637;970582.3550224744;0.0;0.0
185.68.6.53;18141.293287267712;10190.935611730341;0.0;0.0
185.68.6.74;73005.56898120436;69019.13142202144;0.0;0.0
185.68.7.169;390618.0818081237;314128.9772987598;0.0;0.0
185.68.7.249;77738.21020123825;51299.24750328596;0.0;0.0
185.68.7.73;10133.390426630001;5796.6792583482;0.0;0.0
185.70.19.253;12207.345247275021;11312.480926518827;0.0;0.0
185.70.25.106;20802.376031888864;18955.354690555534;0.0;0.0
185.70.27.210;101190.58299072552;39566.45226478778;0.0;0.0
185.71.17.22;75843.24479105178;71725.22139548454;0.0;0.0
185.73.149.125;219177.2975921701;206310.9323978624;0.0;0.0
185.77.224.49;34088.14525604584;32265.67554475746;0.0;0.0
185.77.228.246;277136.8036270231;246968.96004682113;134405.16376495062;120527.23574640928
185.77.230.183;42848.97756575146;40598.11973572481;0.0;0.0
185.77.233.98;8344.96808052704;7912.6458168127765;0.0;0.0
185.77.234.132;205468.99843227238;195328.19676403323;0.0;0.0
185.77.234.33;60121.51670455976;58159.53469272701;0.0;0.0
185.77.234.51;4179.226160049419;3883.225679398;0.0;0.0
185.77.237.228;1223365.7410149754;1171749.9318124112;0.0;0.0
185.77.245.110;23255.974769606757;21827.29792594358;13681.48684502829;12742.034673686674
185.77.248.73;11056.499481201505;9773.03147316044;0.0;0.0
185.77.249.73;10640.160083784791;10243.295907972613;0.0;0.0
185.77.253.153;48701.2948989925;45501.228570922234;0.0;0.0
185.77.253.166;23.6599445343;11.9371414185;0.0;0.0
185.77.253.170;16698.72617721765;15610.345840463342;0.0;0.0
185.77.253.18;49201.738834381584;46437.78157235798;0.0;0.0
185.77.253.184;4654.24180030571;4375.260829929712;0.0;0.0
185.77.253.185;1566.79582595366;1447.402715681021;0.0;0.0
185.77.253.20;4911.516904826218;4602.706193919187;0.0;0.0
185.77.253.201;26.529073715179997;17.9543495178;0.0;0.0
185.77.253.205;24358.029842389682;22889.891624467742;0.0;0.0
185.77.253.24;58324.74803922448;54582.327842708175;0.0;0.0
185.77.253.241;42883.95404815368;40390.09857177296;0.0;0.0
185.77.253.31;65502.08401677652;62359.490394598346;0.0;0.0
185.77.253.33;5269.516706466679;4644.007682801859;0.0;0.0
185.77.253.37;22233.43753815157;20161.860704431772;0.0;0.0
185.77.253.59;63389.782667148655;59402.23550793601;0.0;0.0
185.77.253.65;20641.01123809541;18988.91663551896;0.0;0.0
185.77.253.82;22310.3287220185;20790.724754332146;0.0;0.0
185.77.253.85;14981.8882942458;14362.436532979662;0.0;0.0
185.77.253.94;6215.48914909493;5837.412595745307;0.0;0.0
185.79.39.58;118738.76261715406;112216.9954776513;0.0;0.0
185.79.63.46;6757.436037057959;6402.652978899266;0.0;0.0
185.80.231.197;2.71987915039;0.0;0.0;0.0
185.80.252.60;38523.89001846058;36436.89322472078;0.0;0.0
185.80.253.122;65292.18029978123;59689.256429677946;0.0;0.0
185.82.102.171;1.07789039612;0.0;0.0;0.0
185.82.108.170;48626.85680389572;43571.23994826667;0.0;0.0
185.82.123.160;47129.91666792442;43779.053211226965;0.0;0.0
185.82.143.114;22.263050079299997;15.9530639648;0.0;0.0
185.82.143.124;56.7259788513;40.1327610016;0.0;0.0
185.82.143.18;6742.179632177179;6379.862546910937;0.0;0.0
185.82.143.44;86992.30265615782;52873.16131591519;0.0;0.0
185.82.183.146;117900.61545372785;111303.71189114066;0.0;0.0
185.82.83.253;116874.46141240397;97866.69158934162;0.0;0.0
185.82.84.90;38061.46240234766;36164.59918020863;0.0;0.0
185.82.88.165;200439.25213815688;186427.70290374468;0.0;0.0
185.82.88.167;6301.54228209861;5750.115871422931;0.0;0.0
185.82.88.185;250231.97007175125;235390.55991171274;0.0;0.0
185.82.96.74;215329.62250714548;199927.19459533555;0.0;0.0
185.82.99.108;19285.573720945355;18206.854343425846;0.0;0.0
185.82.99.113;1186488.0452146262;1091228.4932133707;0.0;0.0
185.84.135.6;35263.710737258174;33566.49732587995;0.0;0.0
185.84.136.113;4162.42527961891;3969.651222224549;0.0;0.0
185.84.136.239;34719.77043151049;32938.1134510124;0.0;0.0
185.84.137.195;1991.88089370248;1843.272209164711;0.0;0.0
185.84.137.57;338742.2406672325;314434.57102814957;0.0;0.0
185.84.138.108;68490.86666107533;64758.58736037818;0.0;0.0
185.84.141.251;18959.736108787263;17634.528636925024;0.0;0.0
185.84.141.37;220693.2289600255;208453.59325409154;0.0;0.0
185.84.146.14;60374.81737138499;56172.05476759681;0.0;0.0
185.84.147.60;13811.03658676396;13000.394821163682;0.0;0.0
185.84.147.7;160087.4946118425;152170.57394971192;0.0;0.0
185.84.147.96;11421.507596970248;10749.825239181002;0.0;0.0
185.84.149.148;7057.641029353379;6773.926973343003;0.0;0.0
185.84.149.153;961666.8024056914;848153.8770190493;0.0;0.0
185.84.150.185;30345.94368934914;26695.078134552183;0.0;0.0
185.84.150.98;28896.190643326965;26948.606491095543;0.0;0.0
185.84.152.114;276894.9899670348;253650.08544899273;0.0;0.0
185.84.155.139;55562.56198882741;53225.574970238114;0.0;0.0
185.84.159.213;8638.5824680491;8197.643995285951;0.0;0.0
185.85.226.160;28388.323783874002;26723.0756282744;0.0;0.0
185.87.70.202;32.4130058289;28.914928436300002;0.0;0.0
185.87.75.188;34279.35528756497;32241.7979240371;0.0;0.0
185.87.88.122;38902.89402009054;36426.33748053337;0.0;0.0
185.87.89.43;200969.75994112508;165003.95679477736;0.0;0.0
185.88.96.157;11828.46307753827;6480.393409735769;0.0;0.0
185.88.99.234;344246.15764620504;329670.49360265327;0.0;0.0
185.89.182.18;14535.886526106518;13873.119354235687;0.0;0.0
185.89.183.122;75667.57607460677;72079.37669757454;0.0;0.0
185.89.186.62;41318.410396596846;39135.8511447852;0.0;0.0
185.89.186.94;271851.5992164802;237831.47621153644;0.0;0.0
185.89.202.182;238.67011070250004;191.30349159240998;0.0;0.0
185.89.212.134;26290.886402113814;24892.523765581333;0.0;0.0
185.89.213.215;83.0199718475;69.916009903;0.0;0.0
185.9.102.228;10991.11819267844;10247.931957250219;0.0;0.0
185.9.12.245;100741.30725861633;92703.04346085456;0.0;0.0
185.90.100.50;424061.47241595265;397021.29983901803;0.0;0.0
