;dur_ttl;dur_ttl;dur_ttl;dur_outer;dur_outer;dur_outer;dow;time
;sum;median;mean;sum;median;mean;;
00:30:00;12307.65128135;6153.825640675;6153.825640675;7558.651924138;3779.325962069;3779.325962069;0;00:30:00
00:30:00;289484.1232300367;1649.32703972;1712.9238060948917;260609.76481439063;1631.78920746;1542.069614286335;0;00:30:00
00:30:00;12616.2388324725;2163.672447205;3154.059708118125;9063.070774079355;1345.598459246;2265.7676935198388;0;00:30:00
00:30:00;19661.746978797997;2104.2873859415;3276.9578297996663;10563.631296160154;1069.621443749;1760.6052160266925;0;00:30:00
00:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;00:30:00
00:30:00;5033.261060706;1418.86603832;1258.3152651765;4077.7657032053;1267.4891948700001;1019.441425801325;0;00:30:00
00:30:00;30545.167446125608;279.000997543;535.8801306337826;23953.496217727166;136.290073395;420.2367757495994;0;00:30:00
00:30:00;8.005142211917;3.3440589904799998;2.6683807373056667;0.8971691131599999;0.411987304688;0.2990563710533333;0;00:30:00
00:30:00;8390.761852269501;432.776927948;599.3401323049644;3874.9091625206993;241.707921028;276.77922589433564;0;00:30:00
00:30:00;1265.70415496553;632.852077482765;632.852077482765;1204.117059704565;602.0585298522825;602.0585298522825;0;00:30:00
00:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;00:30:00
00:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;00:30:00
00:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;00:30:00
00:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;00:30:00
00:30:00;4350.187778478001;169.79598999;621.4553969254287;4209.539175031;151.710033417;601.3627392901428;0;00:30:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;30182.407617570607;180.508852005;591.8119140700119;27306.044816961796;149.445056915;535.4126434698392;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;17806.412696847;723.80399704;1618.7647906224547;9345.958471304475;270.385980606;849.6325883004068;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;39073.9471912418;80.5928707123;1116.3984911783373;26072.085380559707;61.073303222700005;744.9167251588487;0;01:00:00
01:00:00;6498.454332350389;11.8989944458;433.2302888233593;5879.668712607509;2.27189064026;391.97791417383394;0;01:00:00
01:00:00;13632.731437679902;294.6100234985;757.3739687599946;12590.291023254533;264.8626565935;699.4606124030296;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;8.14390182495;8.14390182495;8.14390182495;1.07407569885;1.07407569885;1.07407569885;0;01:00:00
01:00:00;5.64217567444;5.64217567444;5.64217567444;0.680208206177;0.680208206177;0.680208206177;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;216061.3844394724;1531.2596559499998;2455.2430049940044;198669.89231108624;1511.701464655;2257.61241262598;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;2385.50972938802;25.8378982544;795.1699097960067;2247.613906860553;12.3598575592;749.2046356201844;0;01:00:00
01:00:00;125116.77479735292;470.15202045449996;2606.5994749448523;85369.68183520097;382.699847221;1778.5350382333536;0;01:00:00
01:00:00;10747.679948757;5373.8399743785;5373.8399743785;885.2019310000001;442.60096550000003;442.60096550000003;0;01:00:00
01:00:00;18163.1412506634;3874.7335672399995;4540.78531266585;9127.860784529701;1441.128015516;2281.9651961324253;0;01:00:00
01:00:00;2905.95293045822;18.5210704803;581.190586091644;2530.467510226772;0.646114349365;506.0935020453544;0;01:00:00
01:00:00;90884.6304416584;255.67984581;507.735365595857;81554.19301987308;135.870933533;455.61001687079937;0;01:00:00
01:00:00;68914.39437867;147.889852524;1968.9826965334285;66061.59996982037;134.553909302;1887.4742848520104;0;01:00:00
01:00:00;1284.590959546;642.295479773;642.295479773;1196.165323258398;598.082661629199;598.082661629199;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;2283.31637382075;181.864023209;326.1880534029643;2154.9017429369987;164.31617736799998;307.84310613385696;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:00:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;110797.39618301456;1287.32013702;1273.5332894599374;83722.24736211711;1014.7383212999999;962.3246823231851;0;01:30:00
01:30:00;2084.42592620902;182.868003845;122.61328977700117;1712.6922607421302;151.110649109;100.74660357306648;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;3943.8221454619998;1971.9110727309999;1971.9110727309999;1664.37697411;832.188487055;832.188487055;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;26471.616268165275;328.627109528;1393.242961482383;15754.350185407886;152.42600441;829.1763255477834;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;31814.241647715106;1643.27561855;1767.4578693175058;25206.414461132896;1526.805758475;1400.3563589518276;0;01:30:00
01:30:00;12093.556404108676;118.866205215;575.8836382908894;11014.101743683093;47.714233398400005;524.4810354134806;0;01:30:00
01:30:00;1694.2698955528801;847.1349477764401;847.1349477764401;1574.2919445016698;787.1459722508349;787.1459722508349;0;01:30:00
01:30:00;149089.62488173766;1805.12595177;3172.1196783348437;134287.84990310436;1682.04641342;2857.1882958107312;0;01:30:00
01:30:00;1881.66379928799;20.911574363715;470.4159498219975;1741.3651943164898;10.8280181885;435.34129857912245;0;01:30:00
01:30:00;15751.316785801682;1409.72900391;1050.0877857201122;14637.4273300102;1296.3449955;975.8284886673466;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;3686.61594391;3686.61594391;3686.61594391;514.8148536680001;514.8148536680001;514.8148536680001;0;01:30:00
01:30:00;3124.5253086088005;123.426556587;312.4525308608801;2888.076782225819;113.1685972215;288.8076782225819;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;115452.16751102841;395.84004878999997;1374.4305656074812;108356.4898967858;360.794663429;1289.9582130569738;0;01:30:00
01:30:00;49995.77927590486;168.343067169;943.3165901114124;41629.15134429408;127.970218658;785.4556857413977;0;01:30:00
01:30:00;118772.86648748908;1770.11203766;3210.07747263484;90323.2285976758;1742.02060699;2441.168340477724;0;01:30:00
01:30:00;23.8859653473;23.8859653473;23.8859653473;0.738143920898;0.738143920898;0.738143920898;0;01:30:00
01:30:00;1417.02294349411;708.511471747055;708.511471747055;1269.462823868159;634.7314119340795;634.7314119340795;0;01:30:00
01:30:00;31156.06498718546;268.26500892650006;445.08664267407795;22986.312866205917;248.35121631599998;328.37589808865596;0;01:30:00
01:30:00;4.57906723022;4.57906723022;4.57906723022;0.504016876221;0.504016876221;0.504016876221;0;01:30:00
01:30:00;2503.4260749776004;617.771983145965;625.8565187444001;2362.568616860635;587.740302084402;590.6421542151587;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;1295.06111144863;647.530555724315;647.530555724315;1234.5817089079542;617.2908544539771;617.2908544539771;0;01:30:00
01:30:00;1360.6069088001;16.7739391327;453.5356362667;1269.41776275786;1.57594680786;423.13925425262;0;01:30:00
01:30:00;3840.47269821148;131.8094730375;384.047269821148;797.23000526405;0.0;79.723000526405;0;01:30:00
01:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;01:30:00
01:30:00;10543.4172153414;522.3771333695;1757.2362025569;10290.2476787568;494.168519974;1715.0412797928;0;01:30:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;4809.556961054999;2404.7784805274996;2404.7784805274996;1976.38058662378;988.19029331189;988.19029331189;0;02:00:00
02:00:00;11123.39520454;2483.75749588;2780.848801135;3406.1019420615994;411.5785360335;851.5254855153999;0;02:00:00
02:00:00;170.552015305;170.552015305;170.552015305;0.0;0.0;0.0;0;02:00:00
02:00:00;737.4472618106;73.6620426178;81.93858464562223;578.383922577;56.6761493683;64.26488028633334;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;1619.488954547;809.7444772735;809.7444772735;1329.80489730526;664.90244865263;664.90244865263;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;31238.4314537005;1117.26093292;976.2009829281407;23690.393686280233;898.0351686480001;740.3248026962573;0;02:00:00
02:00:00;1200.2949714678;600.1474857339;600.1474857339;1096.44198417828;548.22099208914;548.22099208914;0;02:00:00
02:00:00;1698.6157894181802;849.3078947090901;849.3078947090901;1577.438116072114;788.719058036057;788.719058036057;0;02:00:00
02:00:00;9934.96203422573;365.56005477900004;1986.992406845146;8770.0481414826;330.966711044;1754.00962829652;0;02:00:00
02:00:00;22438.699960691465;702.6660442355;801.3821414532666;20843.15037728463;478.6789417265;744.3982277601654;0;02:00:00
02:00:00;8270.36619186017;468.40608119980004;827.036619186017;7666.23806953954;410.40265560154995;766.623806953954;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:00:00
02:00:00;11542.9561138168;28.6600589752;607.5240059903579;10758.20493697555;15.5477523804;566.2213124723974;0;02:00:00
02:00:00;123732.1519851193;1802.11496353;2028.3959341822836;107493.93749236973;1717.44060516;1762.1956965962252;0;02:00:00
02:00:00;397.80402183500996;198.90201091750498;198.90201091750498;377.95305252099996;188.97652626049998;188.97652626049998;0;02:00:00
02:00:00;6377.176046373261;127.07448005699999;354.28755813184785;4151.592731471618;58.394432067850005;230.64404063731212;0;02:00:00
02:00:00;11560.11199951215;202.872037888;1050.9192726829226;10720.11804580101;58.513879776;974.55618598191;0;02:00:00
02:00:00;46808.4607124358;2874.3288516999996;3120.56404749572;30228.575468066934;2282.91916847;2015.2383645377956;0;02:00:00
02:00:00;8110.759973536157;198.48704338099998;737.3418157760143;5573.925733570943;0.561952590942;506.7205212337221;0;02:00:00
02:00:00;13764.808177936113;37.220954895;393.2802336553175;12928.56502532184;32.3669910431;369.38757215205254;0;02:00:00
02:00:00;1590.1455879238;104.90608215299999;318.02911758476;1491.478204724024;92.97180175780001;298.2956409448048;0;02:00:00
02:00:00;97.05328941341001;29.973030090300004;32.35109647113667;0.5919933319089999;0.0;0.19733111063633332;0;02:00:00
02:00:00;137.23897934;137.23897934;137.23897934;0.751972198486;0.751972198486;0.751972198486;0;02:00:00
02:00:00;440.62495231659;220.312476158295;220.312476158295;418.28703880300003;209.14351940150001;209.14351940150001;0;02:00:00
02:00:00;429.74400520347;214.872002601735;214.872002601735;410.358190536;205.179095268;205.179095268;0;02:00:00
02:00:00;4432.7988624628;388.928890228;738.7998104104666;527.31919288676;7.320523262025;87.88653214779333;0;02:00:00
02:00:00;11491.469860082201;371.3923692705;718.2168662551376;6362.6997470787;249.004125595;397.66873419241875;0;02:00:00
02:00:00;118.139982224;118.139982224;118.139982224;99.4477272034;99.4477272034;99.4477272034;0;02:00:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;21.5289592743;21.5289592743;21.5289592743;8.84699821472;8.84699821472;8.84699821472;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;7292.478322974001;2848.24109077;2430.826107658;3078.8776874528;456.01987838699995;1026.2925624842667;0;02:30:00
02:30:00;1904.78515625189;141.05319976799998;380.957031250378;1573.4400749180697;83.9221477509;314.6880149836139;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;8252.3431777985;4126.17158889925;4126.17158889925;4111.5016937290475;2055.7508468645237;2055.7508468645237;0;02:30:00
02:30:00;7936.7008209237;632.7575445176001;793.67008209237;6072.53098487315;135.1315975188;607.253098487315;0;02:30:00
02:30:00;4026.3056755100215;23.259162902800004;161.05222702040086;3493.144273762242;2.53772735596;139.72577095048968;0;02:30:00
02:30:00;3459.41281318886;845.336437227745;864.853203297215;3209.47980880666;782.5554609277735;802.369952201665;0;02:30:00
02:30:00;29013.98777960569;1216.26496315;879.2117508971421;27521.602869029914;1199.41020012;833.9879657281792;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;60819.94605064046;252.793073654;724.0469767933388;56017.19737052843;222.776532173;666.8713972681957;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;8369.885921487079;353.749990463;643.8373785759292;7832.73458480066;332.926034927;602.5180449846662;0;02:30:00
02:30:00;23774.7538089691;1689.617991445;1981.2294840807583;19474.52688217239;1646.37291431;1622.8772401810327;0;02:30:00
02:30:00;37154.15978432146;1622.377157215;1326.9342780114807;35859.29131508251;1605.29255867;1280.6889755386612;0;02:30:00
02:30:00;39470.44801711575;289.33596610999996;939.7725718360892;36118.48545074296;86.62021160129999;859.9639393034039;0;02:30:00
02:30:00;202383.95214080872;2079.37717438;1672.5946457918076;188802.9382228954;2007.14755058;1560.354861346243;0;02:30:00
02:30:00;138985.14509199862;1045.694589614;1737.3143136499828;118524.43075180601;954.8099040985;1481.5553843975752;0;02:30:00
02:30:00;5856.14705085187;173.06995391799998;344.4792382854041;3866.3926124597633;124.177932739;227.43485955645667;0;02:30:00
02:30:00;20983.17670822538;373.175978661;403.5226290043342;16402.034521097186;337.881088257;315.4237407903305;0;02:30:00
02:30:00;55108.224153539406;1311.9930028899998;834.9730932354455;52442.814350145905;1253.962039945;794.5880962143319;0;02:30:00
02:30:00;7903.244733805219;77.41940021505;493.9527958628262;6104.414701467096;29.7148227692;381.5259188416935;0;02:30:00
02:30:00;3832.58199692377;221.1614847185;479.07274961547125;3365.1325702602903;82.4660062791;420.6415712825363;0;02:30:00
02:30:00;10035.934686660381;248.782992363;557.5519270366879;9555.332183830982;229.513049126;530.8517879906101;0;02:30:00
02:30:00;1322.11494445571;661.057472227855;661.057472227855;1259.362220766714;629.681110383357;629.681110383357;0;02:30:00
02:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;02:30:00
02:30:00;706.9270610814;194.75698471099997;235.6423536938;148.2372283935;41.9018268585;49.4124094645;0;02:30:00
02:30:00;19385.79964637818;567.8559541704999;1211.6124778986361;18903.059720985646;520.763874054;1181.4412325616029;0;02:30:00
03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:00:00
03:00:00;1623.7781047839;811.88905239195;811.88905239195;1119.79675292805;559.898376464025;559.898376464025;0;03:00:00
03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:00:00
03:00:00;4979.079008104079;429.774045944;452.6435461912799;1977.595567701336;0.616788864136;179.781415245576;0;03:00:00
03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:00:00
03:00:00;1686.02180481;624.499797821;562.00726827;393.41711998;150.665998459;131.13903999333334;0;03:00:00
03:00:00;21795.8426475511;1202.43692398;1453.0561765034067;14852.868556973834;1094.83194351;990.1912371315889;0;03:00:00
03:00:00;7145.835876469049;586.305856705;1429.1671752938098;3053.888082505;400.227069855;610.777616501;0;03:00:00
03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:00:00
03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:00:00
03:00:00;148119.2166808055;826.466083527;8712.895098870911;115091.31646154205;713.0675315860001;6770.077438914239;0;03:00:00
03:00:00;3298.0999946552;844.665050505;824.5249986638;2948.795795444006;737.73598670943;737.1989488610016;0;03:00:00
03:00:00;5848.078012457141;26.9508361816;531.6434556779219;5341.795682904008;10.209798812899999;485.6177893549098;0;03:00:00
03:00:00;2.74801254272;2.74801254272;2.74801254272;0.0;0.0;0.0;0;03:00:00
03:00:00;6330.554008480456;56.232929229750006;243.48284648001754;5201.19190216749;21.457195282;200.0458423910573;0;03:00:00
03:00:00;172480.80372811868;1410.7400178950002;1249.8608965805702;164586.55834200824;1368.8412904749998;1192.656219869625;0;03:00:00
03:00:00;7874.602079387279;327.9445171355;656.21683994894;7298.7356185913795;291.2838459015;608.2279682159483;0;03:00:00
03:00:00;1271.9810009000003;1271.9810009000003;1271.9810009000003;0.0;0.0;0.0;0;03:00:00
03:00:00;544.695138932;272.347569466;272.347569466;27.29892730713;13.649463653565;13.649463653565;0;03:00:00
03:00:00;91306.89263334706;27.3848772049;3043.5630877782355;82812.20960618294;9.345293045045;2760.4069868727647;0;03:00:00
03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:00:00
03:00:00;109106.42528535686;2384.58299637;1914.1478120238046;104323.96841051834;2262.95804977;1830.2450598336552;0;03:00:00
03:00:00;42944.43535806039;1323.75597954;1160.6604150827134;40240.1666641397;1152.36568451;1087.5720720037757;0;03:00:00
03:00:00;434.54885482804997;217.27442741402498;217.27442741402498;415.80104827900004;207.90052413950002;207.90052413950002;0;03:00:00
03:00:00;56352.82325744634;445.1240301135;1127.0564651489267;51559.32188034305;268.4590816495;1031.186437606861;0;03:00:00
03:00:00;521.92473411605;9.9139213562;104.38494682321;418.706417084131;0.639915466309;83.74128341682619;0;03:00:00
03:00:00;34226.255416861306;362.046003342;450.345466011333;29602.680444715174;347.0174074175;389.5089532199365;0;03:00:00
03:00:00;26943.48359108515;356.59909248400004;316.9821598951194;25612.866878505716;344.23160553;301.327845629479;0;03:00:00
03:00:00;9838.737010949251;136.1290216445;546.5965006082918;8005.3825378413585;82.9367637634;444.7434743245199;0;03:00:00
03:00:00;4806.694030769037;58.870911598199996;480.66940307690373;4352.09918022058;30.93349933625;435.209918022058;0;03:00:00
03:00:00;28.836011886599998;28.836011886599998;28.836011886599998;14.3048763275;14.3048763275;14.3048763275;0;03:00:00
03:00:00;16220.954179763748;322.211027145;377.2314925526453;15391.30234717552;305.914163589;357.9372638878028;0;03:00:00
03:00:00;118161.20839119783;288.32602500900003;1169.9129543682952;102859.8089218315;158.43796730000003;1018.4139497211039;0;03:00:00
03:00:00;34443.31026077354;252.70700454699997;521.8683372844476;30474.024772640827;136.121869087;461.7276480703156;0;03:00:00
03:00:00;11625.112533564272;404.940128326;505.43967537235966;11102.754592892763;383.71706008900003;482.72846056055494;0;03:00:00
03:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:30:00
03:30:00;2665.6947135967803;438.2729530335;444.28245226613006;1959.971189498758;257.629394531;326.66186491645965;0;03:30:00
03:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:30:00
03:30:00;22067.7285194392;415.359020233;882.709140777568;19570.87707519904;260.055780411;782.8350830079617;0;03:30:00
03:30:00;6151.57389640866;62.9403591156;384.4733685255413;5465.894222261215;28.868317604050002;341.61838889132594;0;03:30:00
03:30:00;2485.25094986;1242.62547493;1242.62547493;1283.0247879019;641.51239395095;641.51239395095;0;03:30:00
03:30:00;1616.6977882395;808.34889411975;808.34889411975;1275.92682838222;637.96341419111;637.96341419111;0;03:30:00
03:30:00;1012.6330852504101;506.31654262520505;506.31654262520505;614.13407325748;307.06703662874;307.06703662874;0;03:30:00
03:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:30:00
03:30:00;2317.6360130272;715.5020236969999;772.5453376757333;1427.201271055104;38.1922721863;475.73375701836795;0;03:30:00
03:30:00;9777.877807623321;106.649160385;888.897982511211;4870.7211017589725;97.15795516969999;442.7928274326339;0;03:30:00
03:30:00;21120.64146995213;215.520143509;541.5549094859521;18841.51554106762;152.619123459;483.1157831042979;0;03:30:00
03:30:00;2797.00422286926;92.17870235435001;279.700422286926;2545.679807667738;76.82967185990499;254.5679807667738;0;03:30:00
03:30:00;1731.7597866078002;865.8798933039001;865.8798933039001;1598.93703460897;799.468517304485;799.468517304485;0;03:30:00
03:30:00;103838.72246742457;1318.74799728;1314.4142084484122;98259.71698758256;1248.04282188;1243.7938859187666;0;03:30:00
03:30:00;18096.10891342799;1353.44791412;1645.1008103116355;16746.42443656177;1319.37003136;1522.4022215056154;0;03:30:00
03:30:00;23221.999645235926;109.771966934;341.4999947828813;20805.505990988557;101.33767128;305.96332339689053;0;03:30:00
03:30:00;10991.125822063;2741.286873815;2747.78145551575;6150.189876551629;1173.9106178270001;1537.5474691379072;0;03:30:00
03:30:00;0.0;0.0;0.0;0.0;0.0;0.0;0;03:30:00
03:30:00;86557.56831169128;1485.89396477;1081.969603896141;82410.61782834594;1464.3169641499999;1030.1327228543244;0;03:30:00
